prompt_type;temperature;generation;task
few_shot;0,1;6;Review the table on the dashboard to ensure that the number of detected cells and their classification are accurate.
few_shot;0,1;6;Validate the classification of a cell with a low confidence level and provide a reason for the correction, if necessary.
few_shot;0,1;6;Compare the classified cell images with the original image to ensure that the correct cell type is identified.
few_shot;0,1;6;Use the system to identify and correct any misclassifications of metaplastic cells.
few_shot;0,1;6;Review the reference range for each cell type to ensure that it is accurate and up-to-date.
few_shot;0,1;6;Use the system to identify and correct any misclassifications of mast cells.
few_shot;0,1;6;Validate the classification of a cell with a medium confidence level and provide a reason for the correction, if necessary.
few_shot;0,1;7;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0,1;7;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0,1;7;Review the table showing test results and verify that the reference range is accurate for the detected cells.
few_shot;0,1;7;Examine the classified cell images categorized by confidence level and identify any images with low confidence.
few_shot;0,1;7;Validate the classification of a specific cell type (e.g., eosinophils) and correct any incorrect classifications.
few_shot;0,1;7;Use the validation/correction features to reconfigure the model by correcting multiple misclassifications and providing explanations for each correction.
few_shot;0,1;8;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0,1;8;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0,1;8;Review the table displaying test results and verify that the type of cell, number of detected cells, reference range, and classification of their quantity are accurate.
few_shot;0,1;8;Browse through the classified cell images, categorized by confidence level (low, medium, high), and verify that the images are correctly labeled.
few_shot;0,1;8;Select a cell image with a low confidence level and validate the classification as “Correct” or “Incorrect”. If incorrect, correct the classification and provide a reason why the original classification was wrong.
few_shot;0,1;8;Use the validation and correction features to reconfigure the model by correcting multiple misclassifications and providing explanations for each correction.
few_shot;0,1;9;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0,1;9;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0,1;9;Validate the automatic classification of a set of cells and correct any incorrect classifications.
few_shot;0,1;9;Review the confidence level of classified cell images and provide feedback on the accuracy of the system.
few_shot;0,1;9;Use the dashboard to access and review the classified cell images and correct any incorrect classifications.
few_shot;0,1;9;Check the reference range for a specific cell type and provide feedback on the accuracy of the system's classification.
few_shot;0,1;9;Correct the classification of a cell that was misclassified by the system and provide a reason for the correction.
few_shot;0;10;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0;10;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0;10;Review the test results table on the dashboard and verify that the cell types, numbers, and reference ranges are accurate.
few_shot;0;10;Browse through the classified cell images and ensure that they are correctly categorized by confidence level.
few_shot;0;10;Select a cell image and mark its classification as “Incorrect”. Then, correct the classification and provide a reason for the correction.
few_shot;0;10;Validate the automatic classification of a cell image and mark it as “Correct” if it is accurate. If not, correct the classification and provide a reason for the correction.
few_shot;0;2;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0;2;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0;2;Review the test results table on the dashboard and verify that the cell types, numbers, and reference ranges are accurate.
few_shot;0;2;Browse through the classified cell images and ensure that they are correctly categorized by confidence level.
few_shot;0;2;Select a cell image and mark its classification as “Incorrect”. Then, correct the classification and provide a reason for the correction.
few_shot;0;2;Validate the automatic classification of a cell image and mark it as “Correct” if it is accurate. If not, correct the classification and provide a reason for the correction.
few_shot;0;3;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0;3;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0;3;Review the test results table on the dashboard and verify that the cell types, numbers, and reference ranges are accurate.
few_shot;0;3;Browse through the classified cell images and ensure that they are correctly categorized by confidence level.
few_shot;0;3;Select a cell image and mark its classification as “Incorrect”. Then, correct the classification and provide a reason for the correction.
few_shot;0;3;Validate the automatic classification of a cell image and mark it as “Correct” if it is accurate. If not, correct the classification and provide a reason for the correction.
few_shot;0;4;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0;4;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0;4;Review the test results table on the dashboard and verify that the cell types, numbers, and reference ranges are accurate.
few_shot;0;4;Browse through the classified cell images and ensure that they are correctly categorized by confidence level.
few_shot;0;4;Select a cell image and mark its classification as “Incorrect”. Then, correct the classification and provide a reason for the correction.
few_shot;0;4;Validate the automatic classification of a cell image and mark it as “Correct” if it is accurate. If not, correct the classification and provide a reason for the correction.
few_shot;0;5;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0;5;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0;5;Review the test results table on the dashboard and verify that the cell types, numbers, and reference ranges are accurate.
few_shot;0;5;Browse through the classified cell images and ensure that they are correctly categorized by confidence level.
few_shot;0;5;Select a cell image and mark its classification as “Incorrect”. Then, correct the classification and provide a reason for the correction.
few_shot;0;5;Validate the automatic classification of a cell image and mark it as “Correct” if it is accurate. If not, correct the classification and provide a reason for the correction.
few_shot;0;6;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0;6;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0;6;Review the test results table on the dashboard and verify that the cell types, numbers, and reference ranges are accurate.
few_shot;0;6;Browse through the classified cell images and ensure that they are correctly categorized by confidence level.
few_shot;0;6;Select a cell image and mark its classification as “Incorrect”. Then, correct the classification and provide a reason for the correction.
few_shot;0;6;Validate the automatic classification of a cell image and mark it as “Correct” if it is accurate. If not, correct the classification and provide a reason for the correction.
few_shot;0;7;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0;7;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0;7;Review the test results table on the dashboard and verify that the cell types, numbers, and reference ranges are accurate.
few_shot;0;7;Browse through the classified cell images and ensure that they are correctly categorized by confidence level.
few_shot;0;7;Select a cell image and mark its classification as “Incorrect”. Then, correct the classification and provide a reason for the correction.
few_shot;0;7;Validate the automatic classification of a cell image and mark it as “Correct” if it is accurate. If not, correct the classification and provide a reason for the correction.
few_shot;0;8;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0;8;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0;8;Review the test results table on the dashboard and verify that the cell types, numbers, and reference ranges are accurate.
few_shot;0;8;Browse through the classified cell images and ensure that they are correctly categorized by confidence level.
few_shot;0;8;Select a cell image and mark its classification as “Incorrect”. Then, correct the classification and provide a reason for the correction.
few_shot;0;8;Validate the automatic classification of a cell image and mark it as “Correct” if it is accurate. If not, correct the classification and provide a reason for the correction.
few_shot;0;9;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0;9;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0;9;Review the test results table on the dashboard and verify that the cell types, numbers, and reference ranges are accurate.
few_shot;0;9;Browse through the classified cell images and ensure that they are correctly categorized by confidence level.
few_shot;0;9;Select a cell image and mark its classification as “Incorrect”. Then, correct the classification and provide a reason for the correction.
few_shot;0;9;Validate the automatic classification of a cell image and mark it as “Correct” if it is accurate. If not, correct the classification and provide a reason for the correction.
one_shot;1;1;Review the classified cell images in the 'ciliated' category and assess the confidence level of the system's classification.
one_shot;1;1;Compare the number of 'ciliated' cells detected by the system with the reference range and identify any discrepancies.
one_shot;1;1;Examine the classified cell images with low confidence levels and consider whether the system's classification is correct or not.
one_shot;1;1;"Validate the system's classification of 'eosinophils' and mark it as ""Correct"" or ""Incorrect"" accordingly."
one_shot;1;1;Identify and highlight any 'mast cells' that are misclassified by the system and provide reasons for the correction.
one_shot;1;1;Review the system's classification of 'red blood cells' and assess whether it is accurate or not.
one_shot;1;1;Compare the system's classification of 'lymphocytes' with the reference range and identify any inconsistencies.
one_shot;1;1;Evaluate the system's classification of 'metaplastic cells' and consider whether it is correct or not.
one_shot;1;1;Assess the accuracy of the system's classification of 'mucus-producing cells' and provide feedback accordingly.
one_shot;1;1;Compare the system's classification of 'neutrophils' with the reference range and identify any discrepancies.
one_shot;1;1;Review the test results table and verify that the type of cell, number of detected cells, and classification of their quantity are accurate.
one_shot;1;1;"Validate the system's classification of 'epithelial cells' and mark it as ""Correct"" or ""Incorrect"" accordingly."
one_shot;1;1;Identify cells that are not classified by the system (e.g., artifacts or bacteria) and provide explanations for the classification.
one_shot;1;10;Look at the table showing cell type, count, reference range, and classification, and compare it with the system's automatic classification. Provide any discrepancies found.
one_shot;1;10;"From the ""classified cells"" page, navigate to the images with low confidence levels and investigate how the confidence levels were assigned."
one_shot;1;10;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
one_shot;1;10;Review the system's automatic classification of cell images and assess if the classifications align with the types of cells typically found in nasal cytological preparations.
one_shot;1;10;"Examine the ""classified cells-correct.png"" image and classify the cells in the image using the system's categories."
one_shot;1;10;Assess whether the system's automatic classification of 'metaplastic cells' is consistent with the typical morphological features of these cells.
one_shot;1;10;"On the ""classified cells-wrong.png"" image, validate which cell classifications are incorrect and provide explanations for the incorrect classifications."
one_shot;1;10;From the dashboard, retrieve the system's reference ranges for 'ciliated cells' and verify if the ranges are consistent with typical clinical practices in rhinocytology.
one_shot;1;10;Identify the types of cells that are most commonly misclassified by the system and provide possible reasons for these misclassifications.
one_shot;1;10;Compare the system's automatic classification of epithelial cells with your expertise in rhinocytology and provide feedback on any discrepancies found.
one_shot;1;4;Examine the table displaying the type of cells, number of detected cells, reference range, and quantity classification. Identify any discrepancies and flag them for further review.
one_shot;1;4;View the classified cell images for a specific confidence level (e.g., low, medium, high). Assess the accuracy of the classification and determine if any corrections are needed.
one_shot;1;4;Locate a cell image that was previously marked as incorrect. Try to understand why the original classification was incorrect and provide a revised explanation.
one_shot;1;4;Search for a specific type of cell (e.g., epithelial cells) in the results table. Evaluate the system's ability to detect and classify these cells.
one_shot;1;4;Review the test results for a particular nasal cytological preparation. Identify any patterns or trends in the classification accuracy and suggest potential improvements to the model.
one_shot;1;6;Identify cells that were misclassified by the system and correct the misclassifications, providing explanations for the corrections.
one_shot;1;6;Review the table showing test results and assess the accuracy of the cell counts and classification quantities.
one_shot;1;6;Examine the classified cell images, paying attention to the confidence level assigned by the system.
one_shot;1;6;"Select a cell image and evaluate the system's classification, marking it as ""Correct"" or ""Incorrect"", and providing reasoning for any corrections."
one_shot;1;7;Identify and correct the classification of a ciliated cell with a low confidence level, providing a reason for the correction.
one_shot;1;7;Review the table showing the test results, focusing on the types of cells detected and their quantities, and ensure that the reference ranges are accurate.
one_shot;1;7;Browse through the classified cell images, selecting one with high confidence in classification, and determine whether the classification matches the expected result.
one_shot;1;7;"Mark a misclassified cell as ""Incorrect"" and provide an explanation for the original classification error, including the correct classification."
one_shot;1;7;Compare the reference ranges for a specific cell type across multiple test results and ensure that the values are consistent.
one_shot;1;7;Validate the accuracy of a cell classification with a high confidence level, confirming whether it aligns with expected results.
one_shot;1;8;Identify cells that are incorrectly classified as red blood cells and explain why the system made this mistake.
one_shot;1;8;Suppose the system incorrectly classified a cell as a lymphocyte. How would you correct this classification and provide a reason for the system's error?
one_shot;1;8;Go to the dashboard and find the table showing the type of cell, the number of detected cells, and the reference range. What information do you need to see to validate the accuracy of the cell classification?
one_shot;1;8;"Look at the classified cell images, categorized by confidence level. What happens if you mark a cell classification as ""Incorrect""?"
one_shot;1;8;"How would you correct the classification of a cell if the system's confidence level is ""low""? What additional information or explanation would you provide?"
one_shot;1;8;"Go to the interface where you can correct misclassifications. Identify cells classified as ""artifacts"" and explain why some of these classifications might be incorrect."
one_shot;0,9;1;Can you validate the correctness of the classification of a cell as a ciliated cell and correct any misclassifications, providing reasons why the original classification was wrong?
one_shot;0,9;1;Review the display of test results, including the type of cell, number of detected cells, reference range, and classification of their quantity.
one_shot;0,9;1;Examine the classified cell images, categorized by confidence level (low, medium, high), and confirm that they match the cell types listed in the test results.
one_shot;0,9;1;Identify a cell that was misclassified by the system and correct the classification, providing explanations for the error.
one_shot;0,9;1;Assess the overall accuracy of the system's automatic cell classification and suggest any improvements to the model.
one_shot;0,9;2;As a rhinocytologist, review the classification of a cell and assess the confidence level of the system's classification.
one_shot;0,9;2;"Validate the classification of a cell as ""Correct"" or ""Incorrect"" and provide reasons for any incorrect classifications."
one_shot;0,9;2;Identify a cell that was misclassified by the system and explain why the correct classification is more accurate.
one_shot;0,9;2;Review the table of test results and ensure that it accurately reflects the types of cells detected, their numbers, and their classifications.
one_shot;0,9;2;Browse through the classified cell images and assess the quality of the images and their corresponding classifications.
one_shot;0,9;2;As a rhinocytologist, correct a cell misclassification by selecting a new class and providing a clear explanation for the change.
one_shot;0,9;2;Assess the system's ability to detect and classify rare or unusual cells, such as metaplastic cells or mucus-producing cells.
one_shot;0,9;3;Identify cells that were misclassified by the system and correct the classification, providing a clear explanation for the correction.
one_shot;0,9;3;Review the confidence levels assigned by the system to each cell classification and assess their accuracy.
one_shot;0,9;3;Evaluate the accuracy of the system's cell count and compare it to your own estimates.
one_shot;0,9;3;Classify a cell image that has not been previously classified by the system.
one_shot;0,9;3;Assess the system's ability to distinguish between similar cell types, such as metaplastic cells and mucus-producing cells.
one_shot;0,9;3;Evaluate the system's classification of a group of cells with low confidence levels.
one_shot;0,9;3;Review the system's classification of a cell image that you have previously marked as incorrect.
one_shot;0,9;3;Assess the system's ability to identify and classify rare cell types, such as mast cells.
one_shot;0,9;3;Evaluate the system's classification of a cell image with a high level of noise or artifacts.
one_shot;0,9;5;Identify the cell classification for a particular image and provide a reason for the correctness of the classification (if marked as correct) or an explanation for the misclassification (if marked as incorrect) in one of the low-confidence cell images.
one_shot;0,9;5;Compare the automatic classification of a group of cells with the expected classification based on a specific reference range and indicate which cells, if any, are misclassified.
one_shot;0,9;5;Evaluate the accuracy of the system's automatic classification for a specific cell type (e.g., epithelial cells) by reviewing the classified images and correcting any misclassifications.
one_shot;0,9;5;Review the test results table and identify any discrepancies between the system's classification and your expert knowledge, and take corrective actions if necessary.
one_shot;0,9;5;Explore the classified cell images categorized by confidence level and identify any patterns or trends in the system's performance for each type of cell.
one_shot;0,9;5;Validate the system's automatic classification for a particular image and provide a reason for your decision (correct, incorrect, or uncertain) based on your expertise.
one_shot;0,9;6;Identify a cell image that has been misclassified and verify if it matches the correct classification provided by the system.
one_shot;0,9;6;Check the reference range for a specific cell type and compare it with the number of detected cells.
one_shot;0,9;6;Open the classified cell images and verify if the images are correctly categorized by confidence level.
one_shot;0,9;6;"Mark a classification as ""Incorrect"" and provide a reason why the original classification was wrong."
one_shot;0,9;6;Correct a misclassified cell and verify if the correct classification is updated in the table.
one_shot;0,9;6;Compare the system's classification with the doctor's expertise and identify any discrepancies.
one_shot;0,9;6;Check the explanations provided by the system for a cell classification and verify if they are accurate.
one_shot;0,9;6;Review the dashboard to verify if the system is displaying the correct information for the test results.
one_shot;0,9;6;Identify a cell type that is not correctly classified and provide a reason why the classification is incorrect.
one_shot;0,9;7;"Identify and correct cells marked as incorrectly classified in the ""ciliated"" category, and explain why the original classification was incorrect."
one_shot;0,9;7;Review the reference range for a specific cell type and verify if the detected number of cells falls within the expected range.
one_shot;0,9;7;Browse through the classified cell images and select an image with a low confidence level to re-evaluate its classification.
one_shot;0,9;7;Examine the table displaying test results and determine if the automatic classification for a particular cell type matches the expected reference range.
one_shot;0,9;7;Identify and correct a misclassified cell, providing a clear explanation for the correction, and submit the updated classification for review.
one_shot;0,9;7;Verify the accuracy of the system's automatic classification for a specific cell type by comparing it to the actual image.
one_shot;0,9;7;Review the confidence levels assigned to classified cell images and determine if they are based on accurate characteristics of the cells.
one_shot;0,8;1;Validate the classification of ciliated cells in the current dataset and identify if the system correctly classified all cells
one_shot;0,8;1;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
one_shot;0,8;1;Review the test results table to ensure that the system accurately displays the type of cell, number of detected cells, reference range, and classification of their quantity
one_shot;0,8;1;Explore the classified cell images and verify that the system correctly categorizes them by confidence level (low, medium, high)
one_shot;0,8;1;"Mark a random selection of classifications as ""Incorrect"" and provide reasons why the original classification was wrong, then verify that the system correctly updates the classification and displays the new classification"
one_shot;0,8;10;Review the classification of a ciliated cell and correct the classification if it is incorrect, providing a clear explanation for the correction.
one_shot;0,8;10;Evaluate the accuracy of the system's classification of red blood cells and mark any incorrect classifications.
one_shot;0,8;10;Examine the classified cell images for epithelial cells and mark any classifications that are not accurate.
one_shot;0,8;10;Use the dashboard to verify the number of detected cells and the reference range for a specific type of cell.
one_shot;0,8;10;Identify and correct any misclassifications of lymphocytes and provide a clear reason for the correction.
one_shot;0,8;10;Review the test results for metaplastic cells and confirm that the system has correctly identified their quantity.
one_shot;0,8;10;Classify a cell that has been incorrectly identified as a mucus-producing cell and provide a clear explanation for the correction.
one_shot;0,8;10;Validate the system's classification of neutrophils and mark any incorrect classifications.
one_shot;0,8;2;Identify an incorrectly classified cell and correct the classification, providing a brief explanation for the correction.
one_shot;0,8;2;Review the confidence levels assigned to classified cell images and suggest improvements to the system's classification algorithm.
one_shot;0,8;2;Examine the reference ranges provided for each cell type and suggest adjustments to improve the accuracy of cell classification.
one_shot;0,8;2;Validate the system's automatic classification of a ciliated cell and, if necessary, correct the classification and provide a reason for the correction.
one_shot;0,8;2;Browse through the classified cell images and suggest ways to improve the system's ability to classify metaplastic cells accurately.
one_shot;0,8;3;"Identify and correct the classification of a cell that was misclassified as ""ciliated""."
one_shot;0,8;3;Review the table showing test results and identify any discrepancies between the automatic classification and your expert knowledge.
one_shot;0,8;3;Examine the classified images of cells and determine why the system has assigned a low confidence level to certain classifications.
one_shot;0,8;3;Validate the accuracy of the system's automatic classification of epithelial cells and, if necessary, correct any incorrect classifications.
one_shot;0,8;3;Review the dashboard and identify any patterns or trends in the misclassifications provided by the system.
one_shot;0,8;3;Browse through the classified cell images and check if the system has correctly identified any mast cells.
one_shot;0,8;3;Examine the system's classification of a cell that you know to be a metaplastic cell and correct any incorrect classifications.
one_shot;0,8;3;Validate the accuracy of the system's automatic classification of red blood cells and, if necessary, correct any incorrect classifications.
one_shot;0,8;3;"Review the table showing test results and identify any cells that have been incorrectly classified as ""artifacts""."
one_shot;0,8;6;Identify cells that are incorrectly classified as ciliated and provide a brief explanation for the correct classification.
one_shot;0,8;6;Review the confidence level of classified cells and determine if it accurately reflects the classification.
one_shot;0,8;6;Use the table displaying test results to identify any cells that are outside the reference range and investigate their classification.
one_shot;0,8;6;Browse through the classified cell images and verify that the system has correctly identified and categorized cells by type and confidence level.
one_shot;0,8;6;Locate a cell that was initially misclassified and correct the classification, providing a reason for the correction.
one_shot;0,8;6;Examine the dashboard to understand how the system's automatic classification results can be used to inform the doctor's analysis and reporting.
one_shot;0,8;7;Identify the type of cell that was incorrectly classified and select the correct classification.
one_shot;0,8;7;Compare the confidence level of a classified cell image and determine if it is accurate based on the image.
one_shot;0,8;7;Review the table of test results and identify if the reference range is correct for a specific cell type.
one_shot;0,8;7;"Validate the classification of a cell as ""Correct"" or ""Incorrect"" and provide a reason why the original classification was wrong."
one_shot;0,8;7;Analyze the explanation provided by the system for a misclassified cell and determine if it is sufficient to correct the classification.
one_shot;0,8;7;Use the classified cell images to identify any patterns or characteristics that could improve the accuracy of the model.
one_shot;0,8;7;Review the classified cells and determine if the system has missed any cells or misclassified them as artifacts.
one_shot;0,8;7;Correct a misclassified cell image and provide a reason for the correction.
one_shot;0,8;7;Determine if the system's classification of a cell is consistent with the image and explain any discrepancies.
one_shot;0,7;1;"Validate the classification of a ciliated cell image and mark it as ""Correct"" or ""Incorrect""."
one_shot;0,7;1;Identify a cell image that was misclassified as an epithelial cell and correct the classification to a more accurate type.
one_shot;0,7;1;Review the dashboard to understand the reference range and classification of cell quantities for a specific nasal cytological preparation.
one_shot;0,7;1;Examine the classified cell images with low confidence levels to determine if the original classification was correct or incorrect.
one_shot;0,7;1;"Mark a cell image as ""Incorrect"" and provide a reason why the original classification was wrong."
one_shot;0,7;1;Check if the system provides explanations for the original misclassifications and if so, review and correct them accordingly.
one_shot;0,7;1;Compare the original classification of a cell image with the corrected classification to understand the changes made and the reasons behind them.
one_shot;0,7;1;Use the validation/correction features to reconfigure the model and improve its accuracy in identifying and classifying cells.
one_shot;0,7;10;Identify an image of a ciliated cell and evaluate whether the system's classification is accurate.
one_shot;0,7;10;Review the table of results and compare the number of detected cells with the reference range.
one_shot;0,7;10;Check if the system has correctly classified a metaplastic cell and, if not, correct the classification.
one_shot;0,7;10;Browse through the images of classified cells and select a low-confidence image to review.
one_shot;0,7;10;Validate the system's classification of a lymphocyte cell and provide a reason if the classification is incorrect.
one_shot;0,7;10;Compare the system's classification of a mucus-producing cell with the actual image and correct any misclassifications.
one_shot;0,7;3;Identify cells that were misclassified and correct their classifications, providing explanations for the corrections.
one_shot;0,7;3;Review the results of a previously analyzed nasal cytological preparation and verify that the system has accurately classified the cells.
one_shot;0,7;3;Evaluate the confidence level of the system's automatic classifications and identify any cells that were classified with low confidence.
one_shot;0,7;3;Use the system to classify a new nasal cytological preparation and then review the results to ensure that the system has accurately identified and classified the cells.
one_shot;0,7;3;Correct any misclassifications in the cell classification table and provide explanations for the corrections.
one_shot;0,7;3;Compare the system's automatic classifications with your own expert knowledge and identify any discrepancies.
one_shot;0,7;3;"Use the system to identify and classify cells from a nasal cytological preparation, and then validate the results by marking the classifications as ""Correct"" or ""Incorrect"" and providing reasons for any corrections."
one_shot;0,7;4;Validate the classification of 5 randomly selected cells on the dashboard and check if the explanations provided for incorrect classifications are accurate.
one_shot;0,7;4;Compare the number of detected cells in the table with the actual number of cells visible in the classified cell images and report any discrepancies.
one_shot;0,7;4;"Identify a cell that was misclassified as ""ciliated"" and correct the misclassification, providing a clear explanation for the correction."
one_shot;0,7;4;Review the confidence level of 3 classified cell images and determine if it accurately reflects the quality of the classification.
one_shot;0,7;4;Use the validation and correction features to improve the model's accuracy by correcting 2 incorrect classifications and providing explanations for each correction.
one_shot;0,7;4;Compare the test results table with the classified cell images and check if the reference range and classification of cell quantity are accurate.
one_shot;0,7;4;Identify a cell that was correctly classified and explain why the automatic classification was accurate.
one_shot;0,7;6;"Identify and correct the misclassification of at least 5 cells in the ""ciliated"" class on the ""classified-cells-wrong.png"" page."
one_shot;0,7;6;"Compare the reference range for epithelial cells on the ""dashboard.png"" page with the actual count on the same page, and check if the system's classification is accurate."
one_shot;0,7;6;"Review the confidence levels of the classified cell images on the ""dashboard.png"" page and identify the categories with the lowest confidence levels."
one_shot;0,7;6;"Validate the accuracy of the system's classification for at least 3 cell types on the ""classified-cells-correct.png"" page, marking any incorrect classifications as ""Incorrect"" and providing a brief explanation for each."
one_shot;0,7;6;"On the ""dashboard.png"" page, check if the system has correctly identified and classified any metaplastic cells, and if not, correct the misclassifications and provide a reason for the correction."
one_shot;0,7;8;Identify and correct the misclassifications in class ‘‘ciliated’’ cells in the previously analyzed sample, providing explanations for the corrections.
one_shot;0,7;8;Evaluate the accuracy of the system's classification of red blood cells and suggest corrections if necessary, explaining the reasons for each correction.
one_shot;0,7;8;Review the test results table and verify that it accurately reflects the classification and quantity of detected cells, including any corrections made.
one_shot;0,7;8;Examine the classified cell images with low confidence levels and assess whether the system's classifications are accurate, making corrections as needed with explanations.
one_shot;0,7;8;Use the dashboard to navigate to the previously analyzed sample and re-evaluate the system's classifications, making any necessary corrections and providing explanations.
one_shot;0,6;1;"Identify and correct the classification of a cell marked as ""ciliated"" in the wrong classification screenshot."
one_shot;0,6;1;Review the dashboard to understand the reference range for the number of detected cells and explain why it is or is not useful for your work.
one_shot;0,6;1;Compare the classified cell image with a high confidence level to an image with a low confidence level and describe how the confidence level affects your trust in the classification.
one_shot;0,6;1;Use the system to validate the classification of 5 cells and provide explanations for any corrections made.
one_shot;0,6;1;"Explain why the system's automatic classification of a cell as ""epithelial"" is or is not correct based on the provided image."
one_shot;0,6;1;Identify the types of cells that are most commonly misclassified by the system and suggest reasons why this might be happening.
one_shot;0,6;10;Identify a cell that was misclassified as 'ciliated' and correct the classification, providing a brief explanation for the correction.
one_shot;0,6;10;Review the test results table and verify that the reference range for a specific cell type is accurately displayed.
one_shot;0,6;10;Examine a cell image classified with low confidence and determine if the classification is correct or incorrect.
one_shot;0,6;10;"Mark a cell classification as ""Incorrect"" and provide a reason for the correction, then select a new classification for the cell."
one_shot;0,6;10;Compare the automatically identified cell types with the actual cell types in a nasal cytological preparation, and identify any discrepancies.
one_shot;0,6;10;Use the classified cell images to understand the system's classification logic and identify any patterns or trends in the classifications.
one_shot;0,6;10;Validate the system's automatic classification of a specific cell type (e.g., eosinophils) and determine if the classification is accurate or requires correction.
one_shot;0,6;2;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
one_shot;0,6;2;Review the classified cell images and validate the confidence level assigned to each image.
one_shot;0,6;2;Check the reference range for the number of detected cells and verify if it matches the expected values.
one_shot;0,6;2;Browse through the classified cell images and try to understand how the system classified each cell.
one_shot;0,6;2;Try to correct a cell classification by selecting a new class and providing a reason for the incorrect classification.
one_shot;0,6;2;Use the dashboard to navigate through the different sections of the system and find the classified cell images.
one_shot;0,6;2;Validate the correctness of a classification by marking it as “Correct” or “Incorrect” and providing a reason for any incorrect classification.
one_shot;0,6;4;Identify and correct the classification of a cell that was misclassified as ciliated, providing a reason for the correction.
one_shot;0,6;4;Review the table showing the types of cells detected and their quantities, and verify that the reference ranges are accurate.
one_shot;0,6;4;Browse through the classified cell images, categorized by confidence level, and evaluate the quality of the images.
one_shot;0,6;4;"Identify a cell that was classified as an artifact and mark it as ""Incorrect"", then select a new class and provide a reason for the correction."
one_shot;0,6;4;Evaluate the explanations provided by the system for a cell that was misclassified, and indicate whether the explanation is sufficient or not.
one_shot;0,6;4;Navigate through the dashboard and verify that the interface is clear and easy to use.
one_shot;0,6;4;Review the classified cell images and verify that the cells are correctly classified and that the confidence levels are accurate.
one_shot;0,6;4;Identify a cell that was misclassified and correct the classification, providing a reason for the correction, and then verify that the correction is reflected in the table showing the types of cells detected and their quantities.
one_shot;0,6;6;Correct an incorrect classification of a ciliated cell and provide a brief explanation for the correction.
one_shot;0,6;6;Review the dashboard to understand the overall accuracy of the system's cell classifications.
one_shot;0,6;6;Identify a low-confidence classification of a cell and verify whether the classification is correct or incorrect.
one_shot;0,6;6;Evaluate the system's ability to distinguish between different types of cells (e.g., epithelial cells vs. red blood cells) and provide feedback on any misclassifications.
one_shot;0,6;6;"Use the system to validate the classification of a cell as ""Correct"" or ""Incorrect"" and provide a reason for any corrections made."
one_shot;0,6;6;Examine the classified cell images categorized by confidence level and provide feedback on the system's performance.
one_shot;0,6;6;Compare the system's classification of a cell with a known reference range and provide feedback on any discrepancies.
one_shot;0,6;7;"Identify and correct the misclassification of a cell that is marked as ""Incorrect"" in the classified cells table."
one_shot;0,6;7;Review the confidence level of a cell image and explain why it is low/medium/high.
one_shot;0,6;7;"Use the dashboard to navigate to a specific page and locate a cell image that was previously marked as ""Incorrect""."
one_shot;0,6;7;Select a cell image and provide a reason for why the system's original classification was incorrect.
one_shot;0,6;7;"Use the system's correction feature to re-classify a cell that was previously marked as ""Incorrect"" and explain the reasoning behind the new classification."
one_shot;0,6;7;Compare the system's original classification of a cell to the reference range and explain any discrepancies.
one_shot;0,6;7;"Use the system's validation feature to mark a cell image as ""Correct"" and provide a reason for why it is correct."
one_shot;0,6;8;Identify a cell that was misclassified by the system and correct its classification, providing a brief explanation for the correction.
